card_id,char_id,rarity,rarity_modifier,name,name_normalized,jp_name,jp_name_normalized,link_name,link_name_normalized,card_type,updated_at,main_color,side_color
140507,1405,7,,Cure Dream,cure dream,キュアドリーム,キュアドリーム,Cure Dream,cure dream,character,1678504492890,Red,Purple
416505,4165,5,,Laun,laun,ラウン,ラウン,Laun,laun,character,1702488197411,Yellow,
241406,2414,6,,Rem,rem,レム,レム,Rem,rem,character,1697548885525,Blue,
110505,1105,5,,Ander,ander,アンデル,アンデル,Ander,ander,character,1710443876496,Red,
201402,2014,2,2,Blue Kobbit,blue kobbit,あおいコビット,あおいコビット,Kobbit/Blue/★2,kobbit/blue,character,1686576075118,Blue,
201606,2016,6,,Aqua Dragorune,aqua dragorune,アクアドラゴルン,アクアドラゴルン,Aqua Dragorune,aqua dragorune,character,1686318642054,Blue,
109404,1094,4,,Annie,annie,アニー,アニー,Annie,annie,character,1702586011424,Red,
201605,2016,5,,Aqua Dragorune,aqua dragorune,アクアドラゴルン,アクアドラゴルン,Aqua Dragorune,aqua dragorune,character,1686318642043,Blue,
221207,2212,7,,Arle ver. Battle,arle ver. battle,アルル ver.バトル,アルル ver.バトル,Arle ver. Battle,arle ver. battle,character,1687068118331,Blue,
200903,2009,3,,Baldanders,baldanders,バルトアンデルス,バルトアンデルス,Baldanders,baldanders,character,1706438871299,Blue,
133206,1332,6,,Angelic Healer Floré,angelic healer flore,癒しの天使フローレ,癒しの天使フローレ,Angelic Healer Floré,angelic healer flore,character,1701352769248,Red,
209605,2096,5,,Asagao,asagao,アサガオ,アサガオ,Asagao,asagao,character,1700714313543,Blue,
110504,1105,4,,Ander,ander,アンデル,アンデル,Ander,ander,character,1710443876478,Red,
209607,2096,7,,Asagao,asagao,アサガオ,アサガオ,Asagao,asagao,character,1700714313552,Blue,
140606,1406,6,,Cure Rouge,cure rouge,キュアルージュ,キュアルージュ,Cure Rouge,cure rouge,character,1692621776442,Red,
222104,2221,4,4,Aqua Hamushter,aqua hamushter,アクアハムタス,アクアハムタス,Hamushter/Blue/★4,hamushter/blue,character,1706696307186,Blue,
220106,2201,6,,Blue Incubus,blue incubus,あおいインキュバス,あおいインキュバス,Blue Incubus,blue incubus,character,1703471163986,Blue,
209906,2099,6,,Ayn,ayn,アイン,アイン,Ayn,ayn,character,1704654085305,Blue,Yellow
209907,2099,7,,Ayn,ayn,アイン,アイン,Ayn,ayn,character,1704654085421,Blue,Yellow
204907,2049,7,,Dark Sig,dark sig,くろいシグ,くろいシグ,Dark Sig,dark sig,character,1704726119399,Blue,Red
250106,2501,6,6-1,Blue Crown Puyo,blue crown puyo,あおい王冠ぷよ,あおい王冠ぷよ,Material Puyo/Blue/★6-1,material puyo/blue,character,1708521527741,Blue,
250116,2501,6,6-2,Blue Comet Puyo,blue comet puyo,あおい彗星ぷよ,あおい彗星ぷよ,Material Puyo/Blue/★6-2,material puyo/blue,character,1708521527751,Blue,
223206,2232,6,,Arle ver. Sakura,arle ver. sakura,アルル ver.さくら,アルル ver.さくら,Arle ver. Sakura,arle ver. sakura,character,1708881702002,Blue,
206805,2068,5,,Azraq,azraq,アズラク,アズラク,Azraq,azraq,character,1710445677453,Blue,
202004,2020,4,,Ashika,ashika,あしか,あしか,Ashika,ashika,character,1710906528573,Blue,
114204,1142,4,,Congardo,congardo,コンガルド,コンガルド,Congardo,congardo,character,1641034177680,Red,
113205,1132,5,,Dini,dini,ディニ,ディニ,Dini,dini,character,1641034202845,Red,
153605,1237,5,5,Detective Boys Badge,detective boys badge,探偵団バッジ,探偵団バッジ,Conan Edogawa/Materials/★5,conan edogawa/materials,material,1659536258562,Red,
102503,1025,3,,Archan,archan,アーちゃん,アーちゃん,Archan,archan,character,1641034166162,Red,
112507,1125,7,,Chetta,chetta,チェッタ,チェッタ,Chetta,chetta,character,1673648251155,Red,Blue
123905,1239,5,,Culprit,culprit,犯人,犯人,Culprit/Red/★5,culprit/red,character,1641034179098,Red,
137706,1377,6,,Amitie ver. PuyoTet2,amitie ver. puyotet2,アミティ ver.ぷよテト2,アミティ ver.ぷよテト2,Amitie ver. PuyoTet2,amitie ver. puyotet2,character,1641034163605,Red,
327406,3274,6,,Heiji Hattori,heiji hattori,服部平次,服部平次,Heiji Hattori,heiji hattori,character,1659536858531,Green,
102504,1025,4,,Archan,archan,アーちゃん,アーちゃん,Archan,archan,character,1641034166163,Red,
102505,1025,5,,Archan,archan,アーちゃん,アーちゃん,Archan,archan,character,1641034166177,Red,
102507,1025,7,,Archan,archan,アーちゃん,アーちゃん,Archan,archan,character,1641034166175,Red,
113206,1132,6,,Dini,dini,ディニ,ディニ,Dini,dini,character,1641034202807,Red,
122607,1226,7,,Black Kikimora,black kikimora,くろいキキーモラ,くろいキキーモラ,Black Kikimora,black kikimora,character,1641034169455,Red,
123006,1230,6,,Amitie ver. PuyoTet,amitie ver. puyotet,アミティ ver.ぷよテト,アミティ ver.ぷよテト,Amitie ver. PuyoTet,amitie ver. puyotet,character,1641034163296,Red,
123706,1237,6,,Conan Edogawa,conan edogawa,江戸川コナン,江戸川コナン,Conan Edogawa,conan edogawa,character,1659536258523,Red,
140006,1400,6,,Chibiusa ver. Opposite Orb,chibiusa ver. opposite orb,ちびうさ ver.逆玉,ちびうさ ver.逆玉,Chibiusa ver. Opposite Orb,chibiusa ver. opposite orb,character,1641034174375,Red,
321704,3217,4,,Harpy ver. PuyoChron,harpy ver. puyochron,ハーピー ver.ぷよクロ,ハーピー ver.ぷよクロ,Harpy ver. PuyoChron,harpy ver. puyochron,character,1641035257538,Green,
325806,3258,6,6-1,Evening Cooling Harpy,evening cooling harpy,ゆうすずみのハーピー,ゆうすずみのハーピー,Evening Cooling Harpy/★6-1,evening cooling harpy,character,1673648252009,Green,
140506,1405,6,,Cure Dream,cure dream,キュアドリーム,キュアドリーム,Cure Dream,cure dream,character,1678504492882,Red,Purple
120406,1204,6,,Coffee Shop Amitie,coffee shop amitie,喫茶店のアミティ,喫茶店のアミティ,Coffee Shop Amitie,coffee shop amitie,character,1641034177039,Red,
113104,1131,4,,Dogg,dogg,ドグ,ドグ,Dogg,dogg,character,1682804194566,Red,
106904,1069,4,,Clioné,clione,クリオネェ,クリオネェ,Clioné,clione,character,1710445677683,Red,
115505,1155,5,,Darjeelia,darjeelia,ダージリア,ダージリア,Darjeelia,darjeelia,character,1704151709049,Red,
108506,1085,6,,Mio,mio,ミオ,ミオ,Mio,mio,character,1705026867069,Red,
109704,1097,4,,Clemens,clemens,クレメンス,クレメンス,Clemens,clemens,character,1705773983738,Red,
204906,2049,6,,Dark Sig,dark sig,くろいシグ,くろいシグ,Dark Sig,dark sig,character,1704726119447,Blue,Red
136305,1363,5,5,Cosmorisu,cosmorisu,小宇宙リス,小宇宙リス,Cosmorisu/Red/★5,cosmorisu/red,character,1686271828773,Red,
100503,1005,3,3,Beniiro Chagama,beniiro chagama,べにいろチャガマ,べにいろチャガマ,Chagama/Red/★3,chagama/red,character,1706472475418,Red,
103006,1030,6,,Dapper Bones,dapper bones,おしゃれコウベ,おしゃれコウベ,Dapper Bones,dapper bones,character,1686573670194,Red,
114904,1149,4,,Carol,carol,キャロ,キャロ,Carol,carol,character,1692052326956,Red,
315804,3158,4,,Turm,turm,トゥルム,トゥルム,Turm,turm,character,1700940534167,Green,
131105,1311,5,,Bursting Amitie,bursting amitie,はじけるアミティ,はじけるアミティ,Bursting Amitie,bursting amitie,character,1688301821249,Red,
133207,1332,7,,Angelic Healer Floré,angelic healer flore,癒しの天使フローレ,癒しの天使フローレ,Angelic Healer Floré,angelic healer flore,character,1701352769275,Red,
116505,1165,5,,Azzawia,azzawia,アザウィア,アザウィア,Azzawia,azzawia,character,1694156726722,Red,
114105,1141,5,,Cocoruco,cocoruco,ココルコ,ココルコ,Cocoruco,cocoruco,character,1691334646620,Red,
122505,1225,5,,Crabmeat,crabmeat,ガニガニ,ガニガニ,Crabmeat,crabmeat,character,1701998456526,Red,
116507,1165,7,,Azzawia,azzawia,アザウィア,アザウィア,Azzawia,azzawia,character,1694156726733,Red,Green
113705,1137,5,,Coron,coron,コロン,コロン,Coron,coron,character,1711162156002,Red,
116206,1162,6,,Clifford,clifford,クリフォード,クリフォード,Clifford,clifford,character,1706486876703,Red,
115906,1159,6,,Malika,malika,マリカ,マリカ,Malika,malika,character,1702714427800,Red,Blue
101705,1017,5,,Baromett,baromett,バロメッツ,バロメッツ,Baromett,baromett,character,1707773585659,Red,
120703,1207,3,3,Attack Pusler,attack pusler,こうげきプースラ,こうげきプースラ,Pusler/Red/★3,pusler/red,character,1702029666653,Red,
109405,1094,5,,Annie,annie,アニー,アニー,Annie,annie,character,1702586011408,Red,
112605,1126,5,,Dongdae,dongdae,ドンデ,ドンデ,Dongdae,dongdae,character,1706833742065,Red,
134406,1344,6,,Dingnified Shizunagi,dingnified shizunagi,リンとしたシズナギ,リンとしたシズナギ,Dingnified Shizunagi,dingnified shizunagi,character,1702908250380,Red,Blue
115006,1150,6,,Annie ver. Holy Night,annie ver. holy night,アニー ver.聖夜,アニー ver.聖夜,Annie ver. Holy Night,annie ver. holy night,character,1703229916709,Red,
101704,1017,4,,Baromett,baromett,バロメッツ,バロメッツ,Baromett,baromett,character,1707773585661,Red,
102506,1025,6,,Archan,archan,アーちゃん,アーちゃん,Archan,archan,character,1641034166164,Red,
134507,1345,7,,Charmy Draco,charmy draco,チャーミードラコ,チャーミードラコ,Charmy Draco,charmy draco,character,1666754666699,Red,Green
304205,3042,5,,Hokkori Gaeru,hokkori gaeru,ほっこりガエル,ほっこりガエル,Hokkori Gaeru,hokkori gaeru,character,1641035259211,Green,
110005,1100,5,,Bodamaru,bodamaru,ボダマル,ボダマル,Bodamaru,bodamaru,character,1673567846546,Red,
122606,1226,6,,Black Kikimora,black kikimora,くろいキキーモラ,くろいキキーモラ,Black Kikimora,black kikimora,character,1641034169452,Red,
110006,1100,6,,Bodamaru,bodamaru,ボダマル,ボダマル,Bodamaru,bodamaru,character,1673567846559,Red,
111204,1112,4,,Chamali,chamali,カマリ,カマリ,Chamali,chamali,character,1641035223159,Red,
110004,1100,4,,Bodamaru,bodamaru,ボダマル,ボダマル,Bodamaru,bodamaru,character,1673567846544,Red,
111205,1112,5,,Chamali,chamali,カマリ,カマリ,Chamali,chamali,character,1641035223113,Red,
111206,1112,6,,Chamali,chamali,カマリ,カマリ,Chamali,chamali,character,1641035223111,Red,Green
111207,1112,7,,Chamali,chamali,カマリ,カマリ,Chamali,chamali,character,1641035223110,Red,Green
126706,1267,6,,Asuka,asuka,アスカ,アスカ,Asuka,asuka,character,1641034167144,Red,
126806,1268,6,,Asuka ver. Plugsuit,asuka ver. plugsuit,アスカ ver.プラグスーツ,アスカ ver.プラグスーツ,Asuka ver. Plugsuit,asuka ver. plugsuit,character,1641034167489,Red,
430107,4301,7,,ChainChron Hero,chainchron hero,チェンクロ主人公,チェンクロ主人公,ChainChron Hero,chainchron hero,character,1641035539302,Yellow,Red
114206,1142,6,,Congardo,congardo,コンガルド,コンガルド,Congardo,congardo,character,1641034177673,Red,
152616,1112,6,6-2,Seal of the Scales,seal of the scales,てんびんの刻印,てんびんの刻印,Chamali/Materials/★6-2,chamali/materials,material,1641035223157,Red,
113106,1131,6,,Dogg,dogg,ドグ,ドグ,Dogg,dogg,character,1682804194495,Red,
114106,1141,6,,Cocoruco,cocoruco,ココルコ,ココルコ,Cocoruco,cocoruco,character,1691334646617,Red,
139306,1393,6,,Arle ver. Kagura,arle ver. kagura,アルル ver.神楽,アルル ver.神楽,Arle ver. Kagura,arle ver. kagura,character,1684815625987,Red,
110506,1105,6,,Ander,ander,アンデル,アンデル,Ander,ander,character,1710443876522,Red,
100504,1005,4,4,Beniiro Chagama,beniiro chagama,べにいろチャガマ,べにいろチャガマ,Chagama/Red/★4,chagama/red,character,1706472475414,Red,
140607,1406,7,,Cure Rouge,cure rouge,キュアルージュ,キュアルージュ,Cure Rouge,cure rouge,character,1692621776429,Red,
101707,1017,7,,Baromett,baromett,バロメッツ,バロメッツ,Baromett,baromett,character,1707773585658,Red,
110507,1105,7,,Ander,ander,アンデル,アンデル,Ander,ander,character,1710443876485,Red,
112604,1126,4,,Dongdae,dongdae,ドンデ,ドンデ,Dongdae,dongdae,character,1706833742045,Red,
108105,1081,5,5,Celebration Paprisu,celebration paprisu,お祝いパプリス,お祝いパプリス,Celebration Paprisu/Red/★5,celebration paprisu/red,character,1686271828343,Red,
127105,1271,5,,Asukarisu,asukarisu,アスカリス,アスカリス,Asukarisu,asukarisu,character,1686271828449,Red,
101702,1017,2,,Baromett,baromett,バロメッツ,バロメッツ,Baromett,baromett,character,1707773585634,Red,
102903,1029,3,3,Pierrot,pierrot,ピエロ,ピエロ,Doppelganger Arle/★3,doppelganger arle,character,1686573670143,Red,
101703,1017,3,,Baromett,baromett,バロメッツ,バロメッツ,Baromett,baromett,character,1707773585623,Red,
114905,1149,5,,Carol,carol,キャロ,キャロ,Carol,carol,character,1692052326925,Red,
113704,1137,4,,Coron,coron,コロン,コロン,Coron,coron,character,1711162155991,Red,
131106,1311,6,,Bursting Amitie,bursting amitie,はじけるアミティ,はじけるアミティ,Bursting Amitie,bursting amitie,character,1688301821250,Red,
122504,1225,4,,Crabmeat,crabmeat,ガニガニ,ガニガニ,Crabmeat,crabmeat,character,1701998456505,Red,
507004,5070,4,,Sharl,sharl,シャルル,シャルル,Sharl,sharl,character,1692334351453,Purple,
114907,1149,7,,Carol,carol,キャロ,キャロ,Carol,carol,character,1692052327034,Red,
109705,1097,5,,Clemens,clemens,クレメンス,クレメンス,Clemens,clemens,character,1705773983674,Red,
555206,5335,6,6-1,Fluffy Pillow (Purple),fluffy pillow (purple),ふかふかまくら（紫）,ふかふかまくら(紫),Christmash Salome/Materials/★6-1,christmash salome/materials,material,1708830071371,Purple,
116506,1165,6,,Azzawia,azzawia,アザウィア,アザウィア,Azzawia,azzawia,character,1694156726731,Red,Green
114906,1149,6,,Carol,carol,キャロ,キャロ,Carol,carol,character,1692052326925,Red,
103707,1037,7,,Draude III,draude iii,ドラウド3世,ドラウド3世,Draude III,draude iii,character,1710427669035,Red,
411706,4117,6,,An,an,アン,アン,An,an,character,1698197569780,Yellow,
107506,1075,6,,Arsil,arsil,アーシル,アーシル,Arsil,arsil,character,1709510072017,Red,
113707,1137,7,,Coron,coron,コロン,コロン,Coron,coron,character,1711162156004,Red,
120704,1207,4,4,Attack Pusler,attack pusler,こうげきプースラ,こうげきプースラ,Pusler/Red/★4,pusler/red,character,1702029666715,Red,
109406,1094,6,,Annie,annie,アニー,アニー,Annie,annie,character,1702586011445,Red,
109407,1094,7,,Annie,annie,アニー,アニー,Annie,annie,character,1702586011446,Red,
515904,5159,4,,Faith,faith,フェイス,フェイス,Faith,faith,character,1702715028028,Purple,
112004,1120,4,,Cheo,cheo,チェオ,チェオ,Cheo,cheo,character,1641034173751,Red,
123707,1237,7,,Conan Edogawa,conan edogawa,江戸川コナン,江戸川コナン,Conan Edogawa,conan edogawa,character,1659536258563,Red,
103904,1039,4,,Chef Lemres,chef lemres,コック姿のレムレス,コック姿のレムレス,Chef Lemres,chef lemres,character,1641034173401,Red,
138606,1386,6,,Alan Ojiro,alan ojiro,尾白アラン,尾白アラン,Alan Ojiro,alan ojiro,character,1641034158990,Red,
112506,1125,6,,Chetta,chetta,チェッタ,チェッタ,Chetta,chetta,character,1673648251182,Red,Blue
120405,1204,5,,Coffee Shop Amitie,coffee shop amitie,喫茶店のアミティ,喫茶店のアミティ,Coffee Shop Amitie,coffee shop amitie,character,1641034177041,Red,
123704,1237,4,,Conan Edogawa,conan edogawa,江戸川コナン,江戸川コナン,Conan Edogawa,conan edogawa,character,1659536258538,Red,
133905,1339,5,,Amitie ver. Witch Apprentice,amitie ver. witch apprentice,アミティ ver.魔女見習い,アミティ ver.魔女見習い,Amitie ver. Witch Apprentice,amitie ver. witch apprentice,character,1641034164250,Red,
133906,1339,6,,Amitie ver. Witch Apprentice,amitie ver. witch apprentice,アミティ ver.魔女見習い,アミティ ver.魔女見習い,Amitie ver. Witch Apprentice,amitie ver. witch apprentice,character,1641034164236,Red,
134506,1345,6,,Charmy Draco,charmy draco,チャーミードラコ,チャーミードラコ,Charmy Draco,charmy draco,character,1666754666681,Red,Green
219003,2190,3,,Arle (Fever),arle (fever),アルル (フィーバー),アルル (フィーバー),Arle (Fever),arle (fever),character,1641034591549,Blue,
221405,2214,5,,Arle ver. PuyoChron,arle ver. puyochron,アルル ver.ぷよクロ,アルル ver.ぷよクロ,Arle ver. PuyoChron,arle ver. puyochron,character,1641034592520,Blue,
311807,3118,7,,Inoha,inoha,イノハ,イノハ,Inoha,inoha,character,1641035260152,Green,
316305,3163,5,,Jin,jin,ジン,ジン,Jin,jin,character,1673649448337,Green,
140907,1409,7,,Draco ver. Cure Rouge,draco ver. cure rouge,ドラコ ver.キュアルージュ,ドラコ ver.キュアルージュ,Draco ver. Cure Rouge,draco ver. cure rouge,character,1678017840603,Red,
103905,1039,5,,Chef Lemres,chef lemres,コック姿のレムレス,コック姿のレムレス,Chef Lemres,chef lemres,character,1641034173400,Red,
316304,3163,4,,Jin,jin,ジン,ジン,Jin,jin,character,1673649448342,Green,
112003,1120,3,,Cheo,cheo,チェオ,チェオ,Cheo,cheo,character,1641034173752,Red,
113105,1131,5,,Dogg,dogg,ドグ,ドグ,Dogg,dogg,character,1682804194499,Red,
112607,1126,7,,Dongdae,dongdae,ドンデ,ドンデ,Dongdae,dongdae,character,1706833742002,Red,
106905,1069,5,,Clioné,clione,クリオネェ,クリオネェ,Clioné,clione,character,1710445677683,Red,
133005,1330,5,5,Clarisu,clarisu,くらリス,くらリス,Clarisu/Red/★5,clarisu/red,character,1686271828640,Red,
134105,1341,5,,Doremirisu,doremirisu,どれみリス,どれみリス,Doremirisu,doremirisu,character,1686271828710,Red,
221206,2212,6,,Arle ver. Battle,arle ver. battle,アルル ver.バトル,アルル ver.バトル,Arle ver. Battle,arle ver. battle,character,1687068118326,Blue,
103704,1037,4,,Draude III,draude iii,ドラウド3世,ドラウド3世,Draude III,draude iii,character,1710427668995,Red,
102906,1029,6,,Doppelganger Arle,doppelganger arle,ドッペルゲンガーアルル,ドッペルゲンガーアルル,Doppelganger Arle,doppelganger arle,character,1686573670126,Red,
102904,1029,4,4,Pierrot,pierrot,ピエロ,ピエロ,Doppelganger Arle/★4,doppelganger arle,character,1686573670139,Red,
103003,1030,3,,Dapper Bones,dapper bones,おしゃれコウベ,おしゃれコウベ,Dapper Bones,dapper bones,character,1686573670180,Red,
150504,1037,4,4,Tomato Juice,tomato juice,トマトジュース,トマトジュース,Draude III/Materials/★4,draude iii/materials,material,1710427668981,Red,
